SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,name
396041,Cash loans,F,N,Y,0,472500.0,720310.5,70299.0,688500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00702,-17128,-2871,-9714.0,-667,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,18,0,0,0,0,0,0,Business Entity Type 3,,0.1605703115600374,0.7700870700124128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-177.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Catelyn
217493,Cash loans,F,Y,Y,0,135000.0,558855.0,31333.5,477000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-17551,-3222,-9512.0,-1099,6.0,1,1,0,1,1,0,Laborers,2.0,2,2,THURSDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.2531097216937628,0.6527253229428417,0.7597121819739279,0.2629,0.1057,0.9851,0.7959999999999999,0.0446,0.08,0.0345,0.3333,0.0417,0.0,0.2143,0.1547,0.0039,0.0138,0.2679,0.1097,0.9851,0.804,0.045,0.0806,0.0345,0.3333,0.0417,0.0,0.2342,0.1612,0.0039,0.0146,0.2654,0.1057,0.9851,0.7987,0.0449,0.08,0.0345,0.3333,0.0417,0.0,0.218,0.1575,0.0039,0.0141,reg oper account,block of flats,0.1491,"Stone, brick",No,0.0,0.0,0.0,0.0,-565.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Rob
238850,Cash loans,F,N,Y,0,85500.0,172021.5,17757.0,148500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.010556,-24568,365243,-4214.0,-4920,,1,0,0,1,0,0,,2.0,3,3,TUESDAY,14,0,0,0,0,0,0,XNA,,0.5056817434784948,0.6610235391308081,0.1495,0.0779,0.9916,,,0.12,0.1724,0.3333,,0.131,,0.1831,,0.0219,0.1523,0.0808,0.9916,,,0.1208,0.1724,0.3333,,0.134,,0.1908,,0.0232,0.1509,0.0779,0.9916,,,0.12,0.1724,0.3333,,0.1333,,0.1864,,0.0224,,block of flats,,,No,0.0,0.0,0.0,0.0,-1741.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,Theon
249909,Cash loans,F,N,Y,0,112500.0,512995.5,36612.0,454500.0,,Pensioner,Higher education,Married,House / apartment,0.009175,-20966,365243,-4891.0,-3673,,1,0,0,1,1,0,,2.0,2,2,MONDAY,17,0,0,0,0,0,0,XNA,,0.7131712191371821,0.6512602186973006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-936.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,Joffrey
271368,Cash loans,F,Y,N,0,157500.0,248760.0,24732.0,225000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018029,-17695,-1024,-1172.0,-1225,14.0,1,1,1,1,1,0,,2.0,3,3,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.6178765149189968,0.3655231871510671,0.5046813193144684,,,0.9752,,,,,,,,,0.002,,,,,0.9677,,,,,,,,,0.0021,,,,,0.9752,,,,,,,,,0.002,,,,block of flats,0.2557,"Stone, brick",No,0.0,0.0,0.0,0.0,-2639.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,Tyrion
109346,Cash loans,F,N,N,0,225000.0,450000.0,14647.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.0145199999999999,-18466,-2635,-350.0,-1998,,1,1,0,1,0,1,HR staff,1.0,2,2,FRIDAY,14,0,0,0,0,0,0,School,0.6978847946948641,0.6192753919580698,0.7801436381572275,0.1706,0.1643,0.9771,,,0.08,0.1724,0.25,,0.0113,,0.1564,,0.1418,0.105,0.1705,0.9762,,,0.0,0.1379,0.1667,,0.0116,,0.0973,,0.0,0.1723,0.1643,0.9771,,,0.08,0.1724,0.25,,0.0115,,0.1592,,0.1448,reg oper spec account,block of flats,0.1726,"Stone, brick",No,0.0,0.0,0.0,0.0,-1595.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,Petyr
291513,Cash loans,F,Y,Y,0,562500.0,906660.0,34308.0,675000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.072508,-12075,-1760,-198.0,-4647,17.0,1,1,0,1,0,1,Accountants,1.0,1,1,WEDNESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.5467681553903583,0.7055978020235946,0.4507472818545589,0.1237,0.0925,0.9737,0.6396,0.0681,0.0,0.2069,0.1667,0.1042,0.0079,0.1009,0.0906,0.0,0.002,0.063,0.0646,0.9732,0.6472,0.0237,0.0,0.1034,0.1667,0.0,0.0,0.0551,0.036,0.0,0.0,0.1249,0.0925,0.9737,0.6444,0.0686,0.0,0.2069,0.1667,0.1042,0.008,0.1026,0.0922,0.0,0.0021,reg oper account,block of flats,0.0409,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,Davos
402376,Cash loans,M,Y,Y,0,405000.0,1483627.5,47988.0,1273500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-19164,-1515,-7911.0,-2687,8.0,1,1,0,1,0,0,Laborers,2.0,1,1,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 1,0.8425442989989655,0.6558020347758505,0.5316861425197883,0.2938,0.1853,0.9791,0.7144,0.0936,0.32,0.2759,0.3333,0.0417,0.0,0.2379,0.2737,0.0077,0.0143,0.2994,0.1923,0.9791,0.7256,0.0945,0.3222,0.2759,0.3333,0.0417,0.0,0.2599,0.2852,0.0078,0.0151,0.2967,0.1853,0.9791,0.7182,0.0942,0.32,0.2759,0.3333,0.0417,0.0,0.242,0.2787,0.0078,0.0146,,block of flats,0.2184,Panel,No,0.0,0.0,0.0,0.0,-763.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,Stannis
182501,Cash loans,F,N,N,0,405000.0,1439100.0,78993.0,1350000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-19102,-4118,-9815.0,-2640,,1,1,0,1,1,0,Sales staff,2.0,1,1,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.6177137114808979,0.6486048124391643,0.1777040724853336,0.1722,0.1818,0.9821,0.7552,0.0,0.24,0.1034,0.4583,0.5,0.0,0.1404,0.0,0.0,0.0,0.1754,0.1887,0.9821,0.7648,0.0,0.2417,0.1034,0.4583,0.5,0.0,0.1534,0.0,0.0,0.0,0.1738,0.1818,0.9821,0.7585,0.0,0.24,0.1034,0.4583,0.5,0.0,0.1428,0.0,0.0,0.0,reg oper account,block of flats,0.1456,Block,No,0.0,0.0,0.0,0.0,-2811.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,Varys
299564,Cash loans,M,N,N,0,225000.0,810405.0,30681.0,684000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-16283,-6315,-3390.0,-4561,,1,1,0,1,0,0,,2.0,2,1,MONDAY,15,0,0,0,0,0,0,Industry: type 9,0.3412084545823712,0.3875205365791433,0.3409064264152384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1656.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,Khal
344176,Cash loans,M,N,Y,0,315000.0,1024780.5,52452.0,841500.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.001276,-13804,-363,-5949.0,-4629,,1,1,0,1,0,0,Core staff,2.0,2,2,MONDAY,6,0,0,0,1,1,0,Police,0.3368407939970925,0.5663535225665697,0.6092756673894402,0.099,,0.9786,,,,0.2069,0.1667,,0.0792,,0.0867,,0.0,0.1008,,0.9786,,,,0.2069,0.1667,,0.081,,0.0903,,0.0,0.0999,,0.9786,,,,0.2069,0.1667,,0.0806,,0.0882,,0.0,,block of flats,0.1023,Block,No,5.0,0.0,5.0,0.0,-914.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,Margaery
398163,Cash loans,F,N,Y,1,185481.0,450000.0,19449.0,450000.0,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.030755,-13484,-1082,-6927.0,-1001,,1,1,1,1,1,0,Managers,3.0,2,2,TUESDAY,12,0,0,0,0,0,0,Trade: type 3,0.4149657358987213,0.427580905585798,0.1034490521267516,0.0866,0.0462,0.9826,,,0.08,0.0345,0.5417,,0.045,,0.044,,0.0,0.0882,0.0479,0.9826,,,0.0806,0.0345,0.5417,,0.046,,0.0458,,0.0,0.0874,0.0462,0.9826,,,0.08,0.0345,0.5417,,0.0457,,0.0448,,0.0,,block of flats,0.0639,"Stone, brick",No,0.0,0.0,0.0,0.0,-466.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.0,3.0,Ygritte
131286,Cash loans,M,Y,Y,1,180000.0,518071.5,40221.0,459000.0,,Working,Secondary / secondary special,Married,House / apartment,0.022625,-8814,-622,-1662.0,-1482,23.0,1,1,0,1,1,0,Laborers,3.0,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.1760449978521259,0.6008368474214231,,0.2227,0.1628,0.9896,0.8572,0.0397,0.24,0.2069,0.3333,0.375,0.1224,0.1816,0.2296,0.0,0.0,0.2269,0.1689999999999999,0.9896,0.8628,0.04,0.2417,0.2069,0.3333,0.375,0.1252,0.1983,0.2392,0.0,0.0,0.2248,0.1628,0.9896,0.8591,0.0399,0.24,0.2069,0.3333,0.375,0.1245,0.1847,0.2337,0.0,0.0,reg oper account,block of flats,0.2038,Panel,No,0.0,0.0,0.0,0.0,-1630.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Brienne
125093,Cash loans,F,N,N,1,202500.0,1107900.0,35869.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0.035792,-15364,-1160,-9436.0,-4487,,1,1,0,1,0,0,Managers,3.0,2,2,TUESDAY,11,0,0,0,0,1,1,Trade: type 7,0.5991312532648485,0.6207385488733425,0.5442347412142162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Missandei
320940,Cash loans,F,N,Y,1,157500.0,761067.0,33655.5,657000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-17099,-3374,-8695.0,-636,,1,1,0,1,0,0,Laborers,3.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.6617608833890236,0.2996286217652406,0.3441550073724169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,Gilly
